institucion,tasa_de_interes_bruta_en_porcentaje_anual,rango_de_plazo_plazo_minimo,rango_de_plazo_plazo_maximo,tipo_de_instrumento,rango_de_inversion_monto_minimo,rango_de_inversion_monto_maximo,tipo_de_tasa,fecha_de_la_informacion
HSBC,4.0600,90,179,PAGARÉ,500000,999999,Fija,11/05/2018
HSBC,3.9400,90,179,PAGARÉ,300000,499999,Fija,11/05/2018
HSBC,3.7900,30,89,PAGARÉ,5000000,999999999,Fija,11/05/2018
HSBC,3.6100,180,365,PAGARÉ,200000,299999,Fija,11/05/2018
HSBC,3.5600,30,89,PAGARÉ,3000000,4999999,Fija,11/05/2018
HSBC,3.4200,30,89,PAGARÉ,500000,999999,Fija,11/05/2018
HSBC,3.3900,30,89,PAGARÉ,1000000,1999999,Fija,11/05/2018
HSBC,3.3900,30,89,PAGARÉ,2000000,2999999,Fija,11/05/2018
HSBC,3.2400,90,179,PAGARÉ,200000,299999,Fija,11/05/2018
HSBC,3.0500,180,365,PAGARÉ,100000,199999,Fija,11/05/2018
HSBC,2.9500,180,365,PAGARÉ,50000,99999,Fija,11/05/2018
HSBC,2.8200,30,89,PAGARÉ,300000,499999,Fija,11/05/2018
HSBC,2.7400,90,179,PAGARÉ,100000,199999,Fija,11/05/2018
HSBC,2.6900,30,89,PAGARÉ,200000,299999,Fija,11/05/2018
HSBC,2.6500,90,179,PAGARÉ,50000,99999,Fija,11/05/2018
HSBC,2.4900,180,365,PAGARÉ,1000,9999,Fija,11/05/2018
HSBC,2.4600,180,365,PAGARÉ,10000,49999,Fija,11/05/2018
HSBC,2.2900,90,179,PAGARÉ,10000,49999,Fija,11/05/2018
HSBC,2.2300,90,179,PAGARÉ,1000,9999,Fija,11/05/2018
HSBC,2.1800,14,29,PAGARÉ,5000000,999999999,Fija,11/05/2018
HSBC,2.1700,30,89,PAGARÉ,50000,99999,Fija,11/05/2018
HSBC,2.1500,30,89,PAGARÉ,100000,199999,Fija,11/05/2018
HSBC,2.0600,14,29,PAGARÉ,3000000,4999999,Fija,11/05/2018
HSBC,2.0600,30,89,PAGARÉ,1000,9999,Fija,11/05/2018
HSBC,2.0200,30,89,PAGARÉ,10000,49999,Fija,11/05/2018
HSBC,1.9200,7,13,PAGARÉ,5000000,999999999,Fija,11/05/2018
HSBC,1.9200,14,29,PAGARÉ,2000000,2999999,Fija,11/05/2018
HSBC,1.8700,7,13,PAGARÉ,3000000,4999999,Fija,11/05/2018
HSBC,1.8700,14,29,PAGARÉ,1000000,1999999,Fija,11/05/2018
HSBC,1.8000,1,6,PAGARÉ,5000000,999999999,Fija,11/05/2018
HSBC,1.8000,14,29,PAGARÉ,500000,999999,Fija,11/05/2018
HSBC,1.7500,14,29,PAGARÉ,300000,499999,Fija,11/05/2018
HSBC,1.7000,1,6,PAGARÉ,3000000,4999999,Fija,11/05/2018
HSBC,1.7000,7,13,PAGARÉ,2000000,2999999,Fija,11/05/2018
HSBC,1.6500,1,6,PAGARÉ,2000000,2999999,Fija,11/05/2018
HSBC,1.6500,7,13,PAGARÉ,1000000,1999999,Fija,11/05/2018
HSBC,1.6000,1,6,PAGARÉ,1000000,1999999,Fija,11/05/2018
HSBC,1.6000,7,13,PAGARÉ,500000,999999,Fija,11/05/2018
HSBC,1.5500,1,6,PAGARÉ,500000,999999,Fija,11/05/2018
HSBC,1.5000,7,13,PAGARÉ,300000,499999,Fija,11/05/2018
HSBC,1.5000,14,29,PAGARÉ,200000,299999,Fija,11/05/2018
HSBC,1.4100,90,90,DEPOSITO A PLAZO,10000,999999999,Fija,11/05/2018
HSBC,1.4100,180,180,DEPOSITO A PLAZO,10000,999999999,Fija,11/05/2018
HSBC,1.4100,390,390,DEPOSITO A PLAZO,10000,999999999,Fija,11/05/2018
HSBC,1.4000,1,6,PAGARÉ,300000,499999,Fija,11/05/2018
HSBC,1.4000,14,29,PAGARÉ,50000,99999,Fija,11/05/2018
HSBC,1.3900,14,29,PAGARÉ,100000,199999,Fija,11/05/2018
HSBC,1.3500,7,13,PAGARÉ,200000,299999,Fija,11/05/2018
HSBC,1.2500,1,6,PAGARÉ,200000,299999,Fija,11/05/2018
HSBC,1.2500,7,13,PAGARÉ,50000,99999,Fija,11/05/2018
HSBC,1.2500,7,13,PAGARÉ,100000,199999,Fija,11/05/2018
HSBC,1.2500,14,29,PAGARÉ,10000,49999,Fija,11/05/2018
HSBC,1.2000,14,29,PAGARÉ,1000,9999,Fija,11/05/2018
HSBC,1.1500,1,6,PAGARÉ,50000,99999,Fija,11/05/2018
HSBC,1.1500,1,6,PAGARÉ,100000,199999,Fija,11/05/2018
HSBC,1.1000,7,13,PAGARÉ,1000,9999,Fija,11/05/2018
HSBC,1.1000,7,13,PAGARÉ,10000,49999,Fija,11/05/2018
HSBC,0.9500,1,6,PAGARÉ,1000,9999,Fija,11/05/2018
HSBC,0.9500,1,6,PAGARÉ,10000,49999,Fija,11/05/2018
Inbursa,7.8100,365,365,PAGARÉ,500000,999999999,Fija,11/05/2018
Inbursa,7.6600,182,182,PAGARÉ,500000,999999999,Fija,11/05/2018
Inbursa,7.2300,91,91,PAGARÉ,500000,999999999,Fija,11/05/2018
Inbursa,7.0200,28,28,PAGARÉ,500000,999999999,Fija,11/05/2018
Inbursa,6.5000,182,182,PAGARÉ,300000,499999,Fija,11/05/2018
Inbursa,6.5000,365,365,PAGARÉ,300000,499999,Fija,11/05/2018
Inbursa,6.0700,91,91,PAGARÉ,300000,499999,Fija,11/05/2018
Inbursa,5.8900,28,28,PAGARÉ,300000,499999,Fija,11/05/2018
Inbursa,5.3300,182,182,PAGARÉ,100000,299999,Fija,11/05/2018
Inbursa,5.3300,365,365,PAGARÉ,100000,299999,Fija,11/05/2018
Inbursa,4.9100,91,91,PAGARÉ,100000,299999,Fija,11/05/2018
Inbursa,4.7600,28,28,PAGARÉ,100000,299999,Fija,11/05/2018
Inbursa,3.0000,182,182,PAGARÉ,30000,99999,Fija,11/05/2018
Inbursa,3.0000,365,365,PAGARÉ,30000,99999,Fija,11/05/2018
Inbursa,2.5900,91,91,PAGARÉ,30000,99999,Fija,11/05/2018
Inbursa,2.5100,28,28,PAGARÉ,30000,99999,Fija,11/05/2018
Inmobiliario,9.6400,720,720,DEPOSITO A PLAZO,500000,99999999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 1.9900,11/05/2018
Inmobiliario,9.4900,540,540,DEPOSITO A PLAZO,500000,99999999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 1.9900,11/05/2018
Inmobiliario,9.2900,360,360,DEPOSITO A PLAZO,500000,99999999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 1.8000,11/05/2018
Inmobiliario,8.9000,540,540,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,8.8500,540,540,DEPOSITO A PLAZO,500000,99999999,Fija,11/05/2018
Inmobiliario,8.6500,360,539,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,8.6000,360,360,DEPOSITO A PLAZO,500000,99999999,Fija,11/05/2018
Inmobiliario,8.2400,540,540,DEPOSITO A PLAZO,500000,99999999,Ajustable,11/05/2018
Inmobiliario,8.1900,180,180,DEPOSITO A PLAZO,500000,99999999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 0.7000,11/05/2018
Inmobiliario,8.0900,360,360,DEPOSITO A PLAZO,500000,99999999,Ajustable,11/05/2018
Inmobiliario,8.0000,180,359,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,7.9500,180,180,DEPOSITO A PLAZO,500000,99999999,Fija,11/05/2018
Inmobiliario,7.8700,720,720,DEPOSITO A PLAZO,100000,499999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 0.3800,11/05/2018
Inmobiliario,7.7600,540,540,DEPOSITO A PLAZO,100000,499999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 0.2700,11/05/2018
Inmobiliario,7.6100,360,360,DEPOSITO A PLAZO,100000,499999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 0.1200,11/05/2018
Inmobiliario,7.6000,90,179,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,7.5500,90,90,DEPOSITO A PLAZO,500000,99999999,Fija,11/05/2018
Inmobiliario,7.3800,180,180,DEPOSITO A PLAZO,500000,99999999,Ajustable,11/05/2018
Inmobiliario,7.3500,540,540,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,7.3000,540,540,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Inmobiliario,7.2000,28,89,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,7.1700,360,539,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,7.1200,90,90,DEPOSITO A PLAZO,500000,99999999,Ajustable,11/05/2018
Inmobiliario,7.1200,360,360,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Inmobiliario,6.7900,180,180,DEPOSITO A PLAZO,100000,499999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 0.7000,11/05/2018
Inmobiliario,6.7800,540,540,DEPOSITO A PLAZO,100000,499999,Ajustable,11/05/2018
Inmobiliario,6.6900,360,360,DEPOSITO A PLAZO,100000,499999,Ajustable,11/05/2018
Inmobiliario,6.6800,180,359,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,6.6700,720,720,DEPOSITO A PLAZO,5000,99999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 0.8200,11/05/2018
Inmobiliario,6.6300,180,180,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Inmobiliario,6.6000,540,540,DEPOSITO A PLAZO,5000,99999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 0.8900,11/05/2018
Inmobiliario,6.5000,360,360,DEPOSITO A PLAZO,5000,99999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 0.9900,11/05/2018
Inmobiliario,6.3800,90,179,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,6.3700,540,540,PAGARÉ,5000,99999,Fija,11/05/2018
Inmobiliario,6.3300,90,90,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Inmobiliario,6.3200,540,540,DEPOSITO A PLAZO,5000,99999,Fija,11/05/2018
Inmobiliario,6.2400,360,539,PAGARÉ,5000,99999,Fija,11/05/2018
Inmobiliario,6.1900,360,360,DEPOSITO A PLAZO,5000,99999,Fija,11/05/2018
Inmobiliario,6.1600,180,180,DEPOSITO A PLAZO,100000,499999,Ajustable,11/05/2018
Inmobiliario,6.0800,28,89,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,5.9700,90,90,DEPOSITO A PLAZO,100000,499999,Ajustable,11/05/2018
Inmobiliario,5.9500,180,180,DEPOSITO A PLAZO,5000,99999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) POR 1.5400,11/05/2018
Inmobiliario,5.9100,180,359,PAGARÉ,5000,99999,Fija,11/05/2018
Inmobiliario,5.8600,180,180,DEPOSITO A PLAZO,5000,99999,Fija,11/05/2018
Inmobiliario,5.8500,540,540,DEPOSITO A PLAZO,5000,99999,Ajustable,11/05/2018
Inmobiliario,5.8200,360,360,DEPOSITO A PLAZO,5000,99999,Ajustable,11/05/2018
Inmobiliario,5.7000,90,179,PAGARÉ,5000,99999,Fija,11/05/2018
Inmobiliario,5.6500,90,90,DEPOSITO A PLAZO,5000,99999,Fija,11/05/2018
Inmobiliario,5.5500,21,27,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,5.4900,28,89,PAGARÉ,5000,99999,Fija,11/05/2018
Inmobiliario,5.4800,180,180,DEPOSITO A PLAZO,5000,99999,Ajustable,11/05/2018
Inmobiliario,5.3600,90,90,DEPOSITO A PLAZO,5000,99999,Ajustable,11/05/2018
Inmobiliario,5.1000,14,20,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,5.0100,7,13,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,4.8500,1,6,PAGARÉ,500000,99999999,Fija,11/05/2018
Inmobiliario,4.8000,21,27,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,4.5600,21,27,PAGARÉ,5000,99999,Fija,11/05/2018
Inmobiliario,4.4500,14,20,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,4.3800,7,13,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,4.3000,14,20,PAGARÉ,5000,99999,Fija,11/05/2018
Inmobiliario,4.2500,1,6,PAGARÉ,100000,499999,Fija,11/05/2018
Inmobiliario,4.2400,7,13,PAGARÉ,5000,99999,Fija,11/05/2018
Inmobiliario,4.1500,1,6,PAGARÉ,5000,99999,Fija,11/05/2018
Interacciones,3.7000,91,91,PAGARÉ,100,999999999,Fija,11/05/2018
Interacciones,3.5000,28,28,PAGARÉ,100,999999999,Fija,11/05/2018
Interacciones,3.3000,21,21,PAGARÉ,100,999999999,Fija,11/05/2018
Interacciones,3.0000,14,14,PAGARÉ,100,999999999,Fija,11/05/2018
Interacciones,2.7000,7,7,PAGARÉ,100,999999999,Fija,11/05/2018
Interacciones,2.5000,1,1,PAGARÉ,100,999999999,Fija,11/05/2018
Intercam Banco,7.5000,361,540,DEPOSITO A PLAZO,100000,299999,Fija,11/05/2018
Intercam Banco,7.5000,361,540,DEPOSITO A PLAZO,300000,499999,Fija,11/05/2018
Intercam Banco,7.5000,361,540,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Intercam Banco,7.5000,361,540,DEPOSITO A PLAZO,1000000,99999999,Fija,11/05/2018
Intercam Banco,7.5000,541,720,DEPOSITO A PLAZO,100000,299999,Fija,11/05/2018
Intercam Banco,7.5000,541,720,DEPOSITO A PLAZO,300000,499999,Fija,11/05/2018
Intercam Banco,7.5000,541,720,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Intercam Banco,7.5000,541,720,DEPOSITO A PLAZO,1000000,99999999,Fija,11/05/2018
Intercam Banco,7.2500,181,270,DEPOSITO A PLAZO,100000,299999,Fija,11/05/2018
Intercam Banco,7.2500,181,270,DEPOSITO A PLAZO,300000,499999,Fija,11/05/2018
Intercam Banco,7.2500,181,270,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Intercam Banco,7.2500,181,270,DEPOSITO A PLAZO,1000000,99999999,Fija,11/05/2018
Intercam Banco,7.2500,271,360,DEPOSITO A PLAZO,100000,299999,Fija,11/05/2018
Intercam Banco,7.2500,271,360,DEPOSITO A PLAZO,300000,499999,Fija,11/05/2018
Intercam Banco,7.2500,271,360,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Intercam Banco,7.2500,271,360,DEPOSITO A PLAZO,1000000,99999999,Fija,11/05/2018
Intercam Banco,7.2500,185,365,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,7.2500,185,365,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,7.2500,185,365,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,7.2500,185,365,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,7.2500,185,365,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,7.1500,91,180,DEPOSITO A PLAZO,100000,299999,Fija,11/05/2018
Intercam Banco,7.1500,91,180,DEPOSITO A PLAZO,300000,499999,Fija,11/05/2018
Intercam Banco,7.1500,91,180,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Intercam Banco,7.1500,91,180,DEPOSITO A PLAZO,1000000,99999999,Fija,11/05/2018
Intercam Banco,7.1500,175,184,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,7.1500,175,184,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,7.1500,175,184,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,7.1500,175,184,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,7.1500,175,184,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,7.1000,1,90,DEPOSITO A PLAZO,100000,299999,Fija,11/05/2018
Intercam Banco,7.1000,1,90,DEPOSITO A PLAZO,300000,499999,Fija,11/05/2018
Intercam Banco,7.1000,1,90,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Intercam Banco,7.1000,1,90,DEPOSITO A PLAZO,1000000,99999999,Fija,11/05/2018
Intercam Banco,7.1000,87,91,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,7.1000,87,91,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,7.1000,87,91,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,7.1000,87,91,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,7.1000,87,91,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,7.1000,92,174,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,7.1000,92,174,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,7.1000,92,174,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,7.1000,92,174,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,7.1000,92,174,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,6.6500,41,82,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,6.6500,41,82,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,6.6500,41,82,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,6.5000,41,82,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,6.5000,41,82,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,6.2500,27,34,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,6.2500,27,34,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,6.2500,27,34,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,6.1000,361,540,DEPOSITO A PLAZO,1000,99999,Fija,11/05/2018
Intercam Banco,6.1000,541,720,DEPOSITO A PLAZO,1000,99999,Fija,11/05/2018
Intercam Banco,6.0500,175,184,PAGARÉ,5000,99999,Fija,11/05/2018
Intercam Banco,6.0500,181,270,DEPOSITO A PLAZO,1000,99999,Fija,11/05/2018
Intercam Banco,6.0500,271,360,DEPOSITO A PLAZO,1000,99999,Fija,11/05/2018
Intercam Banco,6.0000,91,180,DEPOSITO A PLAZO,1000,99999,Fija,11/05/2018
Intercam Banco,6.0000,185,365,PAGARÉ,5000,99999,Fija,11/05/2018
Intercam Banco,5.9000,27,34,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,5.9000,27,34,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,5.1500,1,90,DEPOSITO A PLAZO,1000,99999,Fija,11/05/2018
Intercam Banco,5.1500,87,91,PAGARÉ,5000,99999,Fija,11/05/2018
Intercam Banco,5.1500,92,174,PAGARÉ,5000,99999,Fija,11/05/2018
Intercam Banco,4.7500,41,82,PAGARÉ,5000,99999,Fija,11/05/2018
Intercam Banco,4.4000,27,34,PAGARÉ,5000,99999,Fija,11/05/2018
Intercam Banco,4.1500,14,26,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,4.1000,7,13,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,4.1000,14,26,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,4.0500,7,13,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,4.0500,14,26,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,3.9500,1,6,PAGARÉ,10000000,99999999,Fija,11/05/2018
Intercam Banco,3.8000,7,13,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,3.7000,1,6,PAGARÉ,3000000,9999999,Fija,11/05/2018
Intercam Banco,3.4500,1,6,PAGARÉ,1000000,2999999,Fija,11/05/2018
Intercam Banco,2.8000,14,26,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,2.8000,14,26,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,2.3000,7,13,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,2.3000,7,13,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,2.2000,1,6,PAGARÉ,100000,199999,Fija,11/05/2018
Intercam Banco,2.2000,1,6,PAGARÉ,200000,999999,Fija,11/05/2018
Intercam Banco,1.9500,14,26,PAGARÉ,5000,99999,Fija,11/05/2018
Intercam Banco,1.9100,1,6,PAGARÉ,5000,99999,Fija,11/05/2018
Intercam Banco,1.9100,7,13,PAGARÉ,5000,99999,Fija,11/05/2018
Investa Bank,9.0000,360,360,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
Investa Bank,8.5000,180,180,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
Investa Bank,8.1500,360,360,PAGARÉ,30000,49999999,Fija,11/05/2018
Investa Bank,8.0000,90,90,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
Investa Bank,7.8500,180,180,PAGARÉ,30000,49999999,Fija,11/05/2018
Investa Bank,7.5500,90,90,PAGARÉ,30000,49999999,Fija,11/05/2018
Investa Bank,7.5000,28,28,DEPOSITO A PLAZO,1000000,49999999,Fija,11/05/2018
Investa Bank,7.2500,28,28,PAGARÉ,30000,49999999,Fija,11/05/2018
Invex,6.4000,271,360,DEPOSITO A PLAZO,10,999999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 0.7000,11/05/2018
Invex,6.3000,181,270,DEPOSITO A PLAZO,10,999999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 0.8000,11/05/2018
Invex,6.2000,91,180,DEPOSITO A PLAZO,10,999999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 0.9000,11/05/2018
Invex,6.1000,1,90,DEPOSITO A PLAZO,10,999999999,Ajustable: TIIE 28 DIAS (VIGENTE EN LA FECHA DE REVISIÓN) MENOS 1.0000,11/05/2018
Invex,4.7000,91,364,PAGARÉ,10000000,999999999,Fija,11/05/2018
Invex,4.6500,28,90,PAGARÉ,10000000,999999999,Fija,11/05/2018
Invex,4.5000,1,27,PAGARÉ,10000000,999999999,Fija,11/05/2018
Invex,3.9500,91,364,PAGARÉ,250000,999999,Fija,11/05/2018
Invex,3.9500,91,364,PAGARÉ,1000000,9999999,Fija,11/05/2018
Invex,3.9000,28,90,PAGARÉ,250000,999999,Fija,11/05/2018
Invex,3.9000,28,90,PAGARÉ,1000000,9999999,Fija,11/05/2018
Invex,3.5000,1,27,PAGARÉ,250000,999999,Fija,11/05/2018
Invex,3.5000,1,27,PAGARÉ,1000000,9999999,Fija,11/05/2018
Invex,2.5000,1,27,PAGARÉ,10,249999,Fija,11/05/2018
Invex,2.5000,28,90,PAGARÉ,10,249999,Fija,11/05/2018
Invex,2.5000,91,364,PAGARÉ,10,249999,Fija,11/05/2018
Mifel,8.3200,720,720,DEPOSITO A PLAZO,1000000,999999999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) MAS 0.8000,11/05/2018
Mifel,8.1200,540,540,DEPOSITO A PLAZO,1000000,999999999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) MAS 0.6000,11/05/2018
Mifel,7.9200,360,360,DEPOSITO A PLAZO,1000000,999999999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) MAS 0.4000,11/05/2018
Mifel,7.7200,180,180,DEPOSITO A PLAZO,1000000,999999999,Ajustable: CETES 28 DÍAS  (PROMEDIO  DEL PERÍODO) MAS 0.2000,11/05/2018
Mifel,6.7700,180,365,PAGARÉ,500000,999999,Fija,11/05/2018
Mifel,6.6700,90,179,PAGARÉ,500000,999999,Fija,11/05/2018
Mifel,6.5700,60,89,PAGARÉ,500000,999999,Fija,11/05/2018
Mifel,6.5200,28,59,PAGARÉ,500000,999999,Fija,11/05/2018
Mifel,6.4200,180,365,PAGARÉ,200000,499999,Fija,11/05/2018
Mifel,6.3200,90,179,PAGARÉ,200000,499999,Fija,11/05/2018
Mifel,6.2200,60,89,PAGARÉ,200000,499999,Fija,11/05/2018
Mifel,5.8700,28,59,PAGARÉ,200000,499999,Fija,11/05/2018
Mifel,5.8700,180,365,PAGARÉ,100000,199999,Fija,11/05/2018
Mifel,5.7700,90,179,PAGARÉ,100000,199999,Fija,11/05/2018
Mifel,5.7700,180,365,PAGARÉ,50000,99999,Fija,11/05/2018
Mifel,5.7200,14,27,PAGARÉ,500000,999999,Fija,11/05/2018
Mifel,5.6700,7,13,PAGARÉ,500000,999999,Fija,11/05/2018
Mifel,5.6700,60,89,PAGARÉ,100000,199999,Fija,11/05/2018
Mifel,5.6700,90,179,PAGARÉ,50000,99999,Fija,11/05/2018
Mifel,5.5700,60,89,PAGARÉ,50000,99999,Fija,11/05/2018
Mifel,5.3700,180,365,PAGARÉ,10000,49999,Fija,11/05/2018
Mifel,5.3200,28,59,PAGARÉ,100000,199999,Fija,11/05/2018
Mifel,5.2700,90,179,PAGARÉ,10000,49999,Fija,11/05/2018
Mifel,5.2200,14,27,PAGARÉ,200000,499999,Fija,11/05/2018
Mifel,5.1700,7,13,PAGARÉ,200000,499999,Fija,11/05/2018
Mifel,5.1700,28,59,PAGARÉ,50000,99999,Fija,11/05/2018
Mifel,5.1700,60,89,PAGARÉ,10000,49999,Fija,11/05/2018
Mifel,4.8200,28,59,PAGARÉ,10000,49999,Fija,11/05/2018
Mifel,4.6700,14,27,PAGARÉ,100000,199999,Fija,11/05/2018
Mifel,4.6200,7,13,PAGARÉ,100000,199999,Fija,11/05/2018
Mifel,4.5200,14,27,PAGARÉ,50000,99999,Fija,11/05/2018
Mifel,4.4700,7,13,PAGARÉ,50000,99999,Fija,11/05/2018
Mifel,4.1700,14,27,PAGARÉ,10000,49999,Fija,11/05/2018
Mifel,4.1200,7,13,PAGARÉ,10000,49999,Fija,11/05/2018
Sabadell,7.8200,180,360,DEPOSITO A PLAZO,500000000,9999999999,Fija,11/05/2018
Sabadell,7.8000,90,179,DEPOSITO A PLAZO,500000000,9999999999,Fija,11/05/2018
Sabadell,7.7900,180,360,DEPOSITO A PLAZO,400000000,499999999,Fija,11/05/2018
Sabadell,7.7700,90,179,DEPOSITO A PLAZO,400000000,499999999,Fija,11/05/2018
Sabadell,7.7700,180,360,DEPOSITO A PLAZO,300000000,399999999,Fija,11/05/2018
Sabadell,7.7600,28,89,DEPOSITO A PLAZO,500000000,9999999999,Fija,11/05/2018
Sabadell,7.7400,90,179,DEPOSITO A PLAZO,300000000,399999999,Fija,11/05/2018
Sabadell,7.7400,180,360,DEPOSITO A PLAZO,200000000,299999999,Fija,11/05/2018
Sabadell,7.7300,28,89,DEPOSITO A PLAZO,400000000,499999999,Fija,11/05/2018
Sabadell,7.7100,90,179,DEPOSITO A PLAZO,200000000,299999999,Fija,11/05/2018
Sabadell,7.7000,28,89,DEPOSITO A PLAZO,300000000,399999999,Fija,11/05/2018
Sabadell,7.7000,180,360,DEPOSITO A PLAZO,100000000,199999999,Fija,11/05/2018
Sabadell,7.6700,28,89,DEPOSITO A PLAZO,200000000,299999999,Fija,11/05/2018
Sabadell,7.6700,90,179,DEPOSITO A PLAZO,100000000,199999999,Fija,11/05/2018
Sabadell,7.6600,180,360,DEPOSITO A PLAZO,50000000,99999999,Fija,11/05/2018
