institucion,tasa_de_interes_bruta_en_porcentaje_anual,rango_de_plazo_plazo_minimo,rango_de_plazo_plazo_maximo,tipo_de_instrumento,rango_de_inversion_monto_minimo,rango_de_inversion_monto_maximo,tipo_de_tasa,fecha_de_la_informacion
BBVA Bancomer,1.0248,15,30,PAGARÉ,50000,99999,Fija,11/05/2018
BBVA Bancomer,0.9970,1,14,PAGARÉ,5000,49999,Fija,11/05/2018
BBVA Bancomer,0.9970,1,14,PAGARÉ,50000,99999,Fija,11/05/2018
Bajío,3.3090,180,365,PAGARÉ,50000,99999,Fija,11/05/2018
Bajío,3.3090,180,365,PAGARÉ,100000,249999,Fija,11/05/2018
Bajío,3.3090,180,365,PAGARÉ,250000,499999,Fija,11/05/2018
Bajío,3.3090,180,365,PAGARÉ,500000,999999999,Fija,11/05/2018
Bajío,3.2340,90,179,PAGARÉ,500000,999999999,Fija,11/05/2018
Bajío,3.1960,90,179,PAGARÉ,250000,499999,Fija,11/05/2018
Bajío,3.1580,90,179,PAGARÉ,100000,249999,Fija,11/05/2018
Bajío,3.0830,90,179,PAGARÉ,50000,99999,Fija,11/05/2018
Bajío,2.6000,30,89,PAGARÉ,500000,999999999,Fija,11/05/2018
Bajío,2.5500,30,89,PAGARÉ,250000,499999,Fija,11/05/2018
Bajío,2.5500,180,365,PAGARÉ,30000,49999,Fija,11/05/2018
Bajío,2.4900,14,29,PAGARÉ,500000,999999999,Fija,11/05/2018
Bajío,2.4900,30,89,PAGARÉ,100000,249999,Fija,11/05/2018
Bajío,2.4400,14,29,PAGARÉ,250000,499999,Fija,11/05/2018
Bajío,2.4400,30,89,PAGARÉ,50000,99999,Fija,11/05/2018
Bajío,2.4400,270,359,DEPOSITO A PLAZO,1000,999999999,Fija,11/05/2018
Bajío,2.3800,14,29,PAGARÉ,100000,249999,Fija,11/05/2018
Bajío,2.2700,7,13,PAGARÉ,500000,999999999,Fija,11/05/2018
Bajío,2.2700,90,179,PAGARÉ,30000,49999,Fija,11/05/2018
Bajío,2.2700,180,269,DEPOSITO A PLAZO,1000,999999999,Fija,11/05/2018
Bajío,2.2100,14,29,PAGARÉ,50000,99999,Fija,11/05/2018
Bajío,2.1000,7,13,PAGARÉ,250000,499999,Fija,11/05/2018
Bajío,2.1000,90,179,DEPOSITO A PLAZO,1000,999999999,Fija,11/05/2018
Bajío,2.0500,30,89,PAGARÉ,30000,49999,Fija,11/05/2018
Bajío,1.9900,7,13,PAGARÉ,100000,249999,Fija,11/05/2018
Bajío,1.9300,1,89,DEPOSITO A PLAZO,1000,999999999,Fija,11/05/2018
Bajío,1.9300,180,365,PAGARÉ,10000,29999,Fija,11/05/2018
Bajío,1.8800,1,6,PAGARÉ,500000,999999999,Fija,11/05/2018
Bajío,1.8800,180,365,PAGARÉ,1000,9999,Fija,11/05/2018
Bajío,1.8200,90,179,PAGARÉ,10000,29999,Fija,11/05/2018
Bajío,1.7700,7,13,PAGARÉ,50000,99999,Fija,11/05/2018
Bajío,1.7100,1,6,PAGARÉ,250000,499999,Fija,11/05/2018
Bajío,1.6000,14,29,PAGARÉ,30000,49999,Fija,11/05/2018
Bajío,1.5500,30,89,PAGARÉ,10000,29999,Fija,11/05/2018
Bajío,1.5500,90,179,PAGARÉ,1000,9999,Fija,11/05/2018
Bajío,1.4300,30,89,PAGARÉ,1000,9999,Fija,11/05/2018
Bajío,1.3200,1,6,PAGARÉ,100000,249999,Fija,11/05/2018
Bajío,1.3200,7,13,PAGARÉ,30000,49999,Fija,11/05/2018
Bajío,1.3200,14,29,PAGARÉ,10000,29999,Fija,11/05/2018
Bajío,1.2100,1,6,PAGARÉ,50000,99999,Fija,11/05/2018
Bajío,1.2100,7,13,PAGARÉ,10000,29999,Fija,11/05/2018
Bajío,1.2100,14,29,PAGARÉ,1000,9999,Fija,11/05/2018
Bajío,1.1000,1,6,PAGARÉ,1000,9999,Fija,11/05/2018
Bajío,1.1000,1,6,PAGARÉ,10000,29999,Fija,11/05/2018
Bajío,1.1000,1,6,PAGARÉ,30000,49999,Fija,11/05/2018
BanCoppel,4.2000,330,360,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,3.5000,300,329,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,3.4000,270,299,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,3.3000,240,269,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,3.2000,210,239,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,2.9000,180,209,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,2.7000,150,179,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,2.6000,120,149,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,2.5000,91,119,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,2.2500,60,90,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,2.0000,28,59,PAGARÉ,1000,999999999,Fija,11/05/2018
BanCoppel,1.5000,14,27,PAGARÉ,1000,999999999,Fija,11/05/2018
Banamex,3.4210,368,378,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,3.3600,137,365,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,3.3430,368,378,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,3.2840,137,365,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,3.2650,368,378,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,3.2070,137,365,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,3.2020,78,99,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,3.2000,102,134,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,3.1870,368,378,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,3.1310,137,365,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,3.1260,78,99,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,3.1240,102,134,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,3.0500,78,99,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,3.0480,102,134,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,3.0320,368,378,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.9780,137,365,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.9730,78,99,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,2.9710,102,134,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,2.8820,53,77,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,2.8760,368,378,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.8760,378,378,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Banamex,2.8700,40,50,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,2.8550,35,39,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,2.8460,32,34,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,2.8340,14,29,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,2.8270,7,13,PAGARÉ,20000000,999999999,Fija,11/05/2018
Banamex,2.8250,182,182,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Banamex,2.8250,137,365,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.8210,78,99,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.8190,102,134,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.8060,53,77,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,2.7950,40,50,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,2.7800,35,39,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,2.7710,32,34,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,2.7600,14,29,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,2.7520,7,13,PAGARÉ,10000000,19999999,Fija,11/05/2018
Banamex,2.7450,91,91,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Banamex,2.7450,78,99,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.7430,102,134,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.7300,53,77,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,2.7210,368,378,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.7190,40,50,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,2.7050,35,39,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,2.6960,32,34,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,2.6850,14,29,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,2.6780,7,13,PAGARÉ,7500000,9999999,Fija,11/05/2018
Banamex,2.6730,137,365,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.6540,53,77,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,2.6440,40,50,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,2.6430,368,378,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.6430,378,378,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banamex,2.6300,35,39,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,2.6210,32,34,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,2.6110,14,29,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,2.6040,7,13,PAGARÉ,5000000,7499999,Fija,11/05/2018
Banamex,2.5960,182,182,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banamex,2.5960,137,365,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.5920,78,99,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.5900,102,134,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.5780,53,77,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.5680,40,50,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.5650,368,378,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,2.5650,378,378,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Banamex,2.5550,35,39,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.5460,32,34,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.5360,14,29,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.5290,7,13,PAGARÉ,2500000,4999999,Fija,11/05/2018
Banamex,2.5200,182,182,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Banamex,2.5200,137,365,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,2.5160,91,91,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banamex,2.5160,78,99,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.5140,102,134,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.5030,63,63,DEPOSITO A PLAZO,1000000,999999999,Fija,11/05/2018
Banamex,2.5030,53,77,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.4930,40,50,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.4790,35,39,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.4710,32,34,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.4610,14,29,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.4550,7,13,PAGARÉ,1000000,2499999,Fija,11/05/2018
Banamex,2.4270,53,77,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.4170,40,50,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.4100,368,378,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,2.4100,378,378,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
Banamex,2.4040,35,39,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.3960,32,34,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.3870,14,29,PAGARÉ,750000,999999,Fija,11/05/2018
Banamex,2.3670,182,182,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
Banamex,2.3670,137,365,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,2.3630,91,91,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Banamex,2.3630,78,99,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,2.3620,102,134,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,2.2750,63,63,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banamex,2.2750,53,77,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.2660,40,50,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.2540,35,39,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.2470,32,34,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.2380,14,29,PAGARÉ,500000,749999,Fija,11/05/2018
Banamex,2.2110,91,91,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
Banamex,2.2110,78,99,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,2.2090,102,134,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,2.1230,63,63,DEPOSITO A PLAZO,250000,499999,Fija,11/05/2018
Banamex,2.1230,53,77,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,2.1150,40,50,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,2.1040,35,39,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,2.0970,32,34,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,2.0880,14,29,PAGARÉ,250000,499999,Fija,11/05/2018
Banamex,1.9720,63,63,DEPOSITO A PLAZO,100000,249999,Fija,11/05/2018
Banamex,1.9720,53,77,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,1.9640,40,50,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,1.9530,35,39,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,1.9470,32,34,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,1.9430,368,378,PAGARÉ,50000,99999,Fija,11/05/2018
Banamex,1.9430,378,378,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banamex,1.9390,14,29,PAGARÉ,100000,249999,Fija,11/05/2018
Banamex,1.9090,182,182,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banamex,1.9090,137,365,PAGARÉ,50000,99999,Fija,11/05/2018
Banamex,1.9060,91,91,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banamex,1.9060,78,99,PAGARÉ,50000,99999,Fija,11/05/2018
Banamex,1.9050,102,134,PAGARÉ,50000,99999,Fija,11/05/2018
Banamex,1.8960,63,63,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banamex,1.8960,53,77,PAGARÉ,50000,99999,Fija,11/05/2018
Banamex,1.8880,40,50,PAGARÉ,50000,99999,Fija,11/05/2018
Banamex,1.8780,35,39,PAGARÉ,50000,99999,Fija,11/05/2018
Banamex,1.7880,368,378,PAGARÉ,25000,49999,Fija,11/05/2018
Banamex,1.7560,137,365,PAGARÉ,25000,49999,Fija,11/05/2018
Banamex,1.7530,78,99,PAGARÉ,25000,49999,Fija,11/05/2018
Banamex,1.7520,102,134,PAGARÉ,25000,49999,Fija,11/05/2018
Banamex,1.7440,53,77,PAGARÉ,25000,49999,Fija,11/05/2018
Banamex,1.7370,40,50,PAGARÉ,25000,49999,Fija,11/05/2018
Banamex,1.7280,35,39,PAGARÉ,25000,49999,Fija,11/05/2018
Banco Actinver,7.8300,91,179,PAGARÉ,5000000,999999999,Fija,11/05/2018
Banco Actinver,7.8200,364,364,DEPOSITO A PLAZO,100000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MAS 0.3000,11/05/2018
Banco Actinver,7.7300,91,179,PAGARÉ,1000000,4999999,Fija,11/05/2018
Banco Actinver,7.7200,182,182,DEPOSITO A PLAZO,100000,999999999,Ajustable: CETES 28 DÍAS (VIGENTE EN LA FECHA DE REVISIÓN) MAS 0.2000,11/05/2018
Banco Actinver,7.5200,21,90,PAGARÉ,5000000,999999999,Fija,11/05/2018
Banco Actinver,7.1200,21,90,PAGARÉ,1000000,4999999,Fija,11/05/2018
Banco Actinver,6.2500,91,179,PAGARÉ,10000,999999,Fija,11/05/2018
Banco Actinver,5.7500,21,90,PAGARÉ,10000,999999,Fija,11/05/2018
Banco Autofin,6.0500,365,365,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banco Autofin,5.9500,365,365,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banco Autofin,5.8500,180,180,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banco Autofin,5.7800,365,365,PAGARÉ,500000,999999,Fija,11/05/2018
Banco Autofin,5.7500,180,180,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banco Autofin,5.7500,365,365,PAGARÉ,10000,99999,Fija,11/05/2018
Banco Autofin,5.7500,365,365,PAGARÉ,100000,499999,Fija,11/05/2018
Banco Autofin,5.6000,180,180,PAGARÉ,500000,999999,Fija,11/05/2018
Banco Autofin,5.4000,180,180,PAGARÉ,10000,99999,Fija,11/05/2018
Banco Autofin,5.4000,180,180,PAGARÉ,100000,499999,Fija,11/05/2018
Banco Autofin,5.1500,360,360,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Banco Autofin,5.1000,90,90,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banco Autofin,5.1000,240,240,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Banco Autofin,5.0500,90,90,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banco Autofin,5.0500,210,210,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Banco Autofin,5.0500,360,360,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Autofin,5.0000,180,180,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Banco Autofin,5.0000,240,240,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Autofin,4.9500,150,150,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Banco Autofin,4.9500,210,210,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Autofin,4.9000,120,120,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Banco Autofin,4.9000,180,180,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Autofin,4.9000,360,360,DEPOSITO A PLAZO,1000000,4999999,Fija,11/05/2018
Banco Autofin,4.8500,90,90,DEPOSITO A PLAZO,10000000,999999999,Fija,11/05/2018
Banco Autofin,4.8500,90,90,PAGARÉ,500000,999999,Fija,11/05/2018
Banco Autofin,4.8500,150,150,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Autofin,4.8500,240,240,DEPOSITO A PLAZO,1000000,4999999,Fija,11/05/2018
Banco Autofin,4.8500,360,360,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Autofin,4.8000,120,120,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Autofin,4.8000,210,210,DEPOSITO A PLAZO,1000000,4999999,Fija,11/05/2018
Banco Autofin,4.8000,240,240,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Autofin,4.7500,90,90,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Autofin,4.7500,180,180,DEPOSITO A PLAZO,1000000,4999999,Fija,11/05/2018
Banco Autofin,4.7500,210,210,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Autofin,4.7500,360,360,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Banco Autofin,4.7000,28,28,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banco Autofin,4.6800,90,90,PAGARÉ,10000,99999,Fija,11/05/2018
Banco Autofin,4.6800,90,90,PAGARÉ,100000,499999,Fija,11/05/2018
Banco Autofin,4.6500,28,28,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banco Autofin,4.6500,150,150,DEPOSITO A PLAZO,1000000,4999999,Fija,11/05/2018
Banco Autofin,4.6500,180,180,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Autofin,4.6000,120,120,DEPOSITO A PLAZO,1000000,4999999,Fija,11/05/2018
Banco Autofin,4.5500,90,90,DEPOSITO A PLAZO,1000000,4999999,Fija,11/05/2018
Banco Autofin,4.5500,150,150,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Autofin,4.5500,240,240,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Banco Autofin,4.5000,28,28,PAGARÉ,500000,999999,Fija,11/05/2018
Banco Autofin,4.5000,120,120,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Autofin,4.4500,28,28,PAGARÉ,100000,499999,Fija,11/05/2018
Banco Autofin,4.4500,90,90,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Autofin,4.4500,210,210,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Banco Autofin,4.4500,360,360,DEPOSITO A PLAZO,10000,99999,Fija,11/05/2018
Banco Autofin,4.4000,28,28,PAGARÉ,10000,99999,Fija,11/05/2018
Banco Autofin,4.3500,180,180,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Banco Autofin,4.3000,150,150,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Banco Autofin,4.2500,14,14,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banco Autofin,4.2000,120,120,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Banco Autofin,4.2000,240,240,DEPOSITO A PLAZO,10000,99999,Fija,11/05/2018
Banco Autofin,4.1500,7,7,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banco Autofin,4.1500,14,14,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banco Autofin,4.1500,210,210,DEPOSITO A PLAZO,10000,99999,Fija,11/05/2018
Banco Autofin,4.1000,90,90,DEPOSITO A PLAZO,100000,499999,Fija,11/05/2018
Banco Autofin,4.1000,180,180,DEPOSITO A PLAZO,10000,99999,Fija,11/05/2018
Banco Autofin,4.0500,1,1,PAGARÉ,3000000,999999999,Fija,11/05/2018
Banco Autofin,4.0500,7,7,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banco Autofin,4.0000,150,150,DEPOSITO A PLAZO,10000,99999,Fija,11/05/2018
Banco Autofin,3.9500,1,1,PAGARÉ,1000000,2999999,Fija,11/05/2018
Banco Autofin,3.9500,14,14,PAGARÉ,500000,999999,Fija,11/05/2018
Banco Autofin,3.9000,120,120,DEPOSITO A PLAZO,10000,99999,Fija,11/05/2018
Banco Autofin,3.8500,7,7,PAGARÉ,500000,999999,Fija,11/05/2018
Banco Autofin,3.8000,90,90,DEPOSITO A PLAZO,10000,99999,Fija,11/05/2018
Banco Autofin,3.7500,1,1,PAGARÉ,500000,999999,Fija,11/05/2018
Banco Autofin,3.6500,14,14,PAGARÉ,100000,499999,Fija,11/05/2018
Banco Autofin,3.5500,7,7,PAGARÉ,100000,499999,Fija,11/05/2018
Banco Autofin,3.4500,1,1,PAGARÉ,100000,499999,Fija,11/05/2018
Banco Autofin,3.4500,14,14,PAGARÉ,10000,99999,Fija,11/05/2018
Banco Autofin,3.3000,7,7,PAGARÉ,10000,99999,Fija,11/05/2018
Banco Autofin,3.2500,1,1,PAGARÉ,10000,99999,Fija,11/05/2018
Banco Base,8.2100,360,360,PAGARÉ,10000,999999999,Fija,11/05/2018
Banco Base,8.1100,182,182,PAGARÉ,10000,999999999,Fija,11/05/2018
Banco Base,7.9200,91,91,PAGARÉ,10000,999999999,Fija,11/05/2018
Banco Base,7.8300,60,60,PAGARÉ,10000,999999999,Fija,11/05/2018
Banco Base,7.4500,28,28,PAGARÉ,10000,999999999,Fija,11/05/2018
Banco Base,4.0000,1,15,PAGARÉ,10000,999999999,Fija,11/05/2018
Banco Monex,7.9700,181,360,DEPOSITO A PLAZO,20000000,999999999,Fija,11/05/2018
Banco Monex,7.8700,181,360,DEPOSITO A PLAZO,10000000,19999999,Fija,11/05/2018
Banco Monex,7.7900,181,360,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Monex,7.7000,181,360,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Banco Monex,7.6800,91,180,DEPOSITO A PLAZO,20000000,999999999,Fija,11/05/2018
Banco Monex,7.6600,91,180,DEPOSITO A PLAZO,10000000,19999999,Fija,11/05/2018
Banco Monex,7.6500,91,180,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Monex,7.6400,181,360,DEPOSITO A PLAZO,1000000,2999999,Fija,11/05/2018
Banco Monex,7.6200,91,180,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Banco Monex,7.5800,91,180,DEPOSITO A PLAZO,1000000,2999999,Fija,11/05/2018
Banco Monex,7.5100,181,360,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Monex,7.4600,28,90,DEPOSITO A PLAZO,20000000,999999999,Fija,11/05/2018
Banco Monex,7.4500,91,180,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Monex,7.3700,28,90,DEPOSITO A PLAZO,10000000,19999999,Fija,11/05/2018
Banco Monex,7.2900,28,90,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Monex,7.2600,28,90,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Banco Monex,7.2500,7,27,DEPOSITO A PLAZO,20000000,999999999,Fija,11/05/2018
Banco Monex,7.2500,181,360,DEPOSITO A PLAZO,150000,499999,Fija,11/05/2018
Banco Monex,7.2100,91,180,DEPOSITO A PLAZO,150000,499999,Fija,11/05/2018
Banco Monex,7.1800,7,27,DEPOSITO A PLAZO,10000000,19999999,Fija,11/05/2018
Banco Monex,7.1500,1,6,DEPOSITO A PLAZO,20000000,999999999,Fija,11/05/2018
Banco Monex,7.1500,28,90,DEPOSITO A PLAZO,1000000,2999999,Fija,11/05/2018
Banco Monex,7.1400,7,27,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Monex,7.1000,7,27,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Banco Monex,7.0800,1,6,DEPOSITO A PLAZO,10000000,19999999,Fija,11/05/2018
Banco Monex,7.0300,28,90,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Monex,7.0000,1,6,DEPOSITO A PLAZO,5000000,9999999,Fija,11/05/2018
Banco Monex,6.9700,7,27,DEPOSITO A PLAZO,1000000,2999999,Fija,11/05/2018
Banco Monex,6.9200,1,6,DEPOSITO A PLAZO,3000000,4999999,Fija,11/05/2018
Banco Monex,6.7700,1,6,DEPOSITO A PLAZO,1000000,2999999,Fija,11/05/2018
Banco Monex,6.7000,28,90,DEPOSITO A PLAZO,150000,499999,Fija,11/05/2018
Banco Monex,6.5200,7,27,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Monex,6.3200,91,180,DEPOSITO A PLAZO,100000,149999,Fija,11/05/2018
Banco Monex,6.2800,1,6,DEPOSITO A PLAZO,500000,999999,Fija,11/05/2018
Banco Monex,6.1900,7,27,DEPOSITO A PLAZO,150000,499999,Fija,11/05/2018
Banco Monex,6.1800,91,180,DEPOSITO A PLAZO,50000,99999,Fija,11/05/2018
Banco Monex,6.1400,181,360,DEPOSITO A PLAZO,100000,149999,Fija,11/05/2018
Banco Monex,6.1300,28,90,DEPOSITO A PLAZO,100000,149999,Fija,11/05/2018
